No,구분,대분류,중분류,"소분류
(작업 기준)","작업
등급",재해유형,세부 위험요인,"위험
등급",위험성 감소 대책,"위험
등급"
520,SKO,기지국/중계기,실외/실내,품질 측정 작업,C1등급,교통사고,차량 충돌,C1,법규 준수 및 방어 운전,C1
521,SKO,기지국/중계기,실외/실내,품질 측정 작업,C1등급,교통사고,측정기 확인 등 부주의로 교통 사고,C1,2인1조로 운전자는 안전운행,C1
522,SKO,기지국/중계기,실외/실내,품질 측정 작업,C1등급,화재,측정기 케이블 누전 등 화재 위험,C1,주기적 측정기 및 케이블류  상태 확인,C1
523,SKO,기지국/중계기,실외/실내,품질 측정 작업,C1등급,넘어짐,도보 측정시 수목에 결려 넘어질 위험,C1,전방 주시 및 이동 동선 사전 확인 후 이동,C1
524,SKO,기지국/중계기,실외/실내,품질 측정 작업,C1등급,해충,등산로 이동시 벌쏘일 위험,C1,해충방지재 활용 후 이동,C1
525,SKO,기지국/중계기,실외/실내,품질 측정 작업,C1등급,해충,등산로 등 이동시 뱀에 물릴 위험,C1,수풀 등 이동 시 안전장화 착용 후 이동,C1
526,SKO,기지국/중계기,실외/실내,품질 측정 작업,C1등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격계 질환 발생,C1,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
527,SKO,기지국/중계기,실외/실내,품질 측정 작업,C1등급,미끄러짐,계단 등 이동시 미끄러짐,C1,전방 주시 및 이동 동선 사전 확인 후 이동,C1
528,SKO,기지국/중계기/선로,실외/실내,시설물 점검 작업,C1등급,넘어짐,돌출물 및 수목에의한 넘어짐,C1,각반 착용을 통한 걸릴 위험 최소화 후 이동,C1
529,SKO,기지국/중계기/선로,실외/실내,시설물 점검 작업,C1등급,해충,장비 점검 시 벌쏘일 위험,C1,해충방지재 활용 후 이동,C1
530,SKO,기지국/중계기/선로,실외/실내,시설물 점검 작업,C1등급,해충,"점검, 이동시 뱀에 물릴 위험",C1,수풀 등 이동 시 안전장화 착용 후 이동,C1
531,SKO,기지국/중계기/선로,실외/실내,시설물 점검 작업,C1등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C1,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
532,SKO,기지국/중계기/선로,실외/실내,시설물 점검 작업,C1등급,부딪힘,시설물에 부딪힘,C1,작업전 TBM 시 위험요인 공유 및 숙지 후 작업,C1
533,SKO,기지국/중계기/선로,실외/실내,시설물 점검 작업,C1등급,절단/배임/찔림,실내 작업 시 돌출물에 발 찔림 위험 ,C1,실내 작업 시 실내 안전화 착용 후 작업,C1
534,SKO,기지국/중계기/선로,실외/실내,현황 조사 작업,C1등급,넘어짐,도출물에 의한 넘어짐,C1,도보 이동 전 이동 동선 확보 후 이동,C1
535,SKO,기지국/중계기/선로,실외/실내,현황 조사 작업,C1등급,해충,현황파악 중 벌쏘일 위험,C1,해충방지재 활용 후 이동,C1
536,SKO,기지국/중계기/선로,실외/실내,현황 조사 작업,C1등급,해충,야산 등 외부장비 조사중 뱀에 물릴 위험,C1,수풀 등 이동 시 안전장화 착용 후 이동,C1
537,SKO,기지국/중계기/선로,실외/실내,현황 조사 작업,C1등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C1,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
538,SKO,기지국/중계기/선로,실외/실내,현황 조사 작업,C1등급,절단/배임/찔림,실내 작업 시 돌출물에 발 찔림 위험 ,C1,실내 작업 시 실내 안전화 착용 후 작업,C1
539,SKO,기지국/중계기/선로,실외/실내,현황 조사 작업,C1등급,넘어짐,이동중 지선등에 걸려 넘어질 위험,C1,지선등 경고 표지 부착 등 인지 강화,C1
540,SKO,기지국/통합국/교환사옥,실내,Para./PKG 작업,C1등급,불균형 및 무리한 동작,무리한 키보드 반복 작업으로 근골격계 질환 발생,C1,주기적인 스트레칭을 통한 예방 활동 시행,C1
541,SKO,기지국/통합국/교환사옥,실내,Para./PKG 작업,C1등급,불균형 및 무리한 동작,반복 작업으로 인한 손목 질환 발생,C1,손목보호 마우스패트 등 사용,C1
542,SKO,기지국/통합국/교환사옥,실내,Para./PKG 작업,C1등급,불균형 및 무리한 동작,모니터 장시간 주시로 인한 시력 저하,C1,주기적인 스트레칭 시행,C1
543,SKO,기지국/통합국/교환사옥,실내,Para./PKG 작업,C1등급,불균형 및 무리한 동작,반복작업으로 인한 건강/심리상태 저하,C1,"교대 시간 준수, 건강/심리상태 등 주기적 상담",C1
544,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,절단/배임/찔림,"태블릿/거치대/프린터/거치대 시공 시 손베임,긁힘 발생",C1,작업전 TBM 시 위험요인 공유 및 숙지 및 작업용 장갑 착용,C1
545,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,넘어짐,작업시 근로자 넘어짐에 따른 부상,C1,"안전화착용(미끄럼방지등), 작업전 가게 내부 바닥 물기 제거 후 작업",C1
546,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,넘어짐,작업시 근로자 넘어짐에 따른 부상,C1,"작업 전 주변 시설물 확인, 작업장 주변 정리정돈",C1
547,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,넘어짐,"구조물에 의한 부딪힘/찍힘, 걸려넘어짐 위험",C1,"개인안전보호구 착용, 전방 주시 및 주변 시설물 확인, 작업장 주변 정리정돈",C1
548,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,미끄러짐,사다리 승주시 미끄러짐,C1,사다리 미끄러짐 방지 테이프 부작 후 작업,C1
549,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,떨어짐,사다리 작업시 떨어짐 위험,C2,사다리 작업시 2인 1조작업 철저 및 사다리 최상단 사용금지,C1
550,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,떨어짐,사다리 작업시 떨어짐 위험,C2,A형 사다리 펼쳐서 작업대 사용 금지,C1
551,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,떨어짐,사다리 작업시 떨어짐 위험,C2,사다리 전도방지대 부착 및 상부작업자 안전고리 체결 철저,C1
552,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,떨어짐,사다리 작업 중 전도에 의한 안전고리 미체결로 추락 위험,C2,전도 방지대 설치 및 2인 1조 작업,C1
553,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,떨어짐,사다리 승강시 미끄러짐에 의한 작업자 추락위험,C1,사다리 미끄럼방지패드의 마모상태 등을 확인,C1
554,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격게 질환 발생,C1,작업전 충분한 스트레칭 및 TBM 실시,C1
555,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,불균형 및 무리한 동작,협소한 작업공간에 따른 충돌위험,C1,작업동선루트의 안전성 확인 및 후레시 등 조명으로 시야확보,C1
556,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,흩날림,분진 비산 먼지에 의한 눈/호흡기 장애 위험,C1,"작업자 눈보호를 위한 보안경 착용, 방진마스크 착용",C1
557,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,화학물질 누출/접촉,MSDS 위험 취급 위험(스티커 제거 스프레이),C1,MSDS취급 요령(스티커 제거) 스티커 부착 및 대응요령 숙지 후 작업,C1
558,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,부딪힘,어두운곳 작업 시 시야 미 확보에 따른 부딪힘/찍힘 위험,C1,시야 확보를 위한 헤드랜턴 및 조명 기구 사용,C1
559,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,끼임,자제 운반시 작업자 놓침으로 굴러 추돌위험,C1,2인 1조 자재 운반,C1
560,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,끼임,자제 운반시 떨어진 자제에 의한 2차 사고 발생,C1,자재 운반시 포박/정리함에 정리정돈 상태 확인,C1
561,SKO,Family Biz.(SK쉴더스),실내,주문/결재 IT 시스템 구축,C2등급,끼임,전동 드라이버 사용시 회전말림 발생 위험 ,C1,목장갑착용 금지 ,C1
562,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,감전,장치 접촉시 누전에 따른 감전,C2,"안전장구 개인 지급 및 착용 후 작업 수행(누전검침기, 고압용 절연장갑 지급)",C1
563,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,감전,Door 개폐시 전선접촉부(단자) 노출에 의한 감전,C2,"안전장구 개인 지급 및 착용 후 작업 수행(누전검침기, 고압용 절연장갑 지급)",C1
564,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,넘어짐,장치 주변 이동시 케이블에 발걸임,C1,작업 수행 전 작업자간 작업 영역 지정을 통한 동선교차 방지,C1
565,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,절단/배임/찔림,작업시 유니트 및 장치 모서리에 따른 상해,C1,"안전모, 절연장갑, 안전화 착용을 통한 작업 중 긁힘 찍힘 등 상해 예방",C1
566,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,화재,작업순서 미준수 및 볼트조임 등의 불량으로 화재위험,C2,작업전 작업 내역 및 순서에 대한 사전 숙지 및 동행자는 작업에 대한 완결성 재 확인 ,C1
567,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,화상,장치 개방시 내부 열에 의한 안면부 화상,C2,안면보호 마스크 또는 고글착용 후 작업,C1
568,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,감전,HOOK Meter 측정시 절연케이블 측정이외 측정시 감전위험,C2,절연장갑 착용을 후 측정기 활용 누전 측정,C1
569,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,맞음,"작업도구(전동드릴 등), 공구떨어트림, 공구 부딪힘(얼굴등)",C1,"안전모, 절연장갑, 안전화 착용을 통한 작업 중 긁힘 찍힘 등 상해 예방",C1
570,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,떨어짐,사다리 전도로 인한 낙상위험,C2,전도방지를 위한 말비계 활용 안전한 작업 환경 조성,C1
571,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,감전,분전반 및 정류기 AC전원 입전 작업으로 작업자 감전 위험,C2,작업자간 비접속 작업 및 절연 장갑 착용을 통한 2차 작업자간 감전 예방,C1
572,SKO,Family Biz.(SK시그넷),실외/실내,전기차충전기 유지보수,C2등급,불균형 및 무리한 동작,중량물 무리한 이동에 따른 근골격계  질환,C2,작업 전 충분한 스트레칭 및 올바른 중량물 취급 ,C1
573,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,절단/배임/찔림,작업자 실수에 의한 배임/찔림,C1,작업시 반드시 작업용 장갑 착용,C1
574,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,교통사고,안전시설물 미설치로 인한 충돌 위험,C2,도로변 안전구역 설치(신호수 배치 또는 에어로봇 설치로 차량 서행 유도),C1
575,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,SGR 폭염 기준 숙지 후 작업,C1
576,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,이상온도/물체접촉,고온에 의한 열사병 위험,C2,장시간 작업 시 작업장 주변 그늘막 설치 및 SGR 폭염 기준 준수,C1
577,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,불균형 및 무리한 동작,무리한 작업으로 인한 근골격계 질환 발생,C2,작업전 충분한 스트레칭 및 TBM 실시 시 위험요인 공유 및 숙지 후 작업,C1
578,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,이상온도/물체접촉,추위에 의한 동상 등 위험,C2,"SGR 기준 숙지 및 핫팩, 발열조끼 착용 후 작업",C1
579,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,감전,전선 접촉 또는 누설 전류에 의한 감전,C2,작업전 비접촉 검전기 확용 누설 전류 확인 후 작업,C1
580,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,떨어짐,안전벨트 미착용 및 안전고리 미체결로 추락 위험,C2,2m이상 고소작업 시 전체식 안전대 착용 및 안전고리 체결,C1
581,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,떨어짐,강풍에 의한 작업자 추락,C1,풍속계를 활용하여 10m/s이상 시 중장비 사용 작업 중지,C1
582,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,떨어짐,강풍에 의한 작업자 추락,C1,풍속계 활용하여 14m/s이상 시 옥외 작업 중지(기상 경보 발령시),C1
583,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,떨어짐,자재 인양줄 결속상태의 불량으로 작업자 추락,C2,"추락방지 안전구역 설정, 재재 인양 시 보조 인양줄 설치",C1
584,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,깔림,자재 하강 중 하부 작업자 낙하물에 의한 깔림 위험,C2,자재 이동 시 상하 동시 작업 금지 ,C1
585,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,깔림,중량물 추락으로 협착/찍힘,C2, 중량물 이중 안전고리 체결로 낙하 방지,C1
586,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,화학물질 누출/접촉,작업자 실수에 의한 전해액 누출,C2,"MSDS 배치 및 교육 시행 / 피부접촉, 또는 흡입 시 응급조치 요령 사전 습득",C1
587,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,부딪힘,도로변 주정차 시 충돌 위험,C2,작업차량 전방에 공사안내표지판 및 라바콘 설치,C1
588,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,감전,AC 분전반(전원함) 내 부스바 인출 시 쇼트 발생,C2,차단기 OFF 확인 후 테스터기 측정하여 정전 확인하여 작업 시작,C1
589,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,화상,접속부 스파크에 의한 안면 화상 위험,C2,안면보호 마스크 또는 고글착용 후 작업,C1
590,SKO,Family Biz.(파킹클라우드),실외/실내,전기차충전기 구축,S등급,절단/배임/찔림,"전원케이블/배관 포설, 포박작업시 손베임 발생",C1,"불안전한 행동에 관한 안전 교육 시행, 안전보호구 착용, 구급함 비치",C1
